"Manufacturer"|"Model"|"EngineCapacity"|"FuelType"|"MetricUrbanCold"|"MetricExtraUrban"|"MetricCombined"|"ImperialUrbanCold"|"ImperialExtraUrban"|"ImperialCombined"|"CO2gkm"|"FuelCost12000Miles"|"EuroStandard"|"NoiseLeveldBA"|"EmissionsCOmgkm"|"THCEmissionsmgkm"|"EmissionsNOxmgkm"|"THC+NOxEmissionsmgkm"|"ParticulatesNo_mgkm"|"Tipo"
"MINI"|"MINI Clubman F54, From October 2015"|1995|"Diesel"|5|3.9|4.3|56.5|72.4|65.7|113|847|6|72|269|NA|44|88|0.1|"Diesel"
"MINI"|"MINI Clubman F54, From October 2015"|1995|"Diesel"|4.9|4.1|4.4|57.6|68.9|64.2|115|867|6|70|143|NA|32|39|0|"Diesel"
"MINI"|"MINI Clubman F54, From October 2015"|1995|"Diesel"|5.1|4|4.4|55.4|70.6|64.2|115|867|6|72|269|NA|44|88|0.1|"Diesel"
"MINI"|"MINI Clubman F54, From October 2015"|1998|"Petrol"|7.1|5|5.8|39.8|56.5|48.7|134|1131|6|73|397|55|20|NA|NA|"Gasolina"
"MINI"|"MINI Clubman F54, From October 2015"|1998|"Petrol"|7.9|5.2|6.2|35.8|54.3|45.6|144|1208|6|73|613|62|45|NA|NA|"Gasolina"
"MINI"|"MINI Clubman F54, From October 2015"|1998|"Petrol"|7.2|5.1|5.9|39.2|55.4|47.9|137|1150|6|73|397|55|20|NA|NA|"Gasolina"
"MINI"|"MINI Clubman F54, From October 2015"|1998|"Petrol"|8|5.4|6.3|35.3|52.3|44.8|147|1230|6|73|613|62|45|NA|NA|"Gasolina"
"MINI"|"MINI Clubman F54, From October 2015"|1998|"Petrol"|7.7|5.5|6.3|36.7|51.4|44.8|146|1230|6|73|397|55|20|NA|NA|"Gasolina"
"MINI"|"MINI Clubman F54, From October 2015"|1998|"Petrol"|8.8|5.7|6.9|32.1|49.6|40.9|159|1347|6|74|473|38|27|NA|NA|"Gasolina"
"MINI"|"MINI Clubman F54, From October 2015"|1998|"Petrol"|7.8|5.6|6.4|36.2|50.4|44.1|149|1249|6|73|397|55|20|NA|NA|"Gasolina"
"MINI"|"MINI Clubman F54, From October 2015"|1998|"Petrol"|9|5.8|7|31.4|48.7|40.4|162|1364|6|74|473|38|27|NA|NA|"Gasolina"
"MINI"|"MINI Clubman F54, From October 2015"|1995|"Diesel"|4.9|4|4.3|57.6|70.6|65.7|114|847|6|70|81|NA|29|31|0.1|"Diesel"
"MINI"|"MINI Clubman F54, From October 2015"|1995|"Diesel"|5.3|4.1|4.5|53.3|68.9|62.8|119|886|6|72|159|NA|27|63|0|"Diesel"
"MINI"|"MINI Clubman F54, From October 2015"|1995|"Diesel"|5|4.1|4.4|56.5|68.9|64.2|117|867|6|70|81|NA|29|31|0.1|"Diesel"
"MINI"|"MINI Clubman F54, From October 2015"|1995|"Diesel"|5.4|4.2|4.6|52.3|67.3|61.4|122|906|6|72|159|NA|27|63|0|"Diesel"
"MINI"|"MINI Clubman F54, From October 2015"|1995|"Diesel"|5.3|4.5|4.8|53.3|62.8|58.9|126|945|6|70|81|NA|29|31|0.1|"Diesel"
"MINI"|"MINI Clubman F54, From October 2015"|1995|"Diesel"|5.4|4.6|4.9|52.3|61.4|57.6|129|966|6|70|81|NA|29|31|0.1|"Diesel"
"MINI"|"MINI Convertible F57, From March 2016"|1499|"Petrol"|6.2|4.5|5.1|45.6|62.8|55.4|119|995|6|69|178|38|37|NA|NA|"Gasolina"
"MINI"|"MINI Convertible F57, From March 2016"|1499|"Petrol"|5.9|4.3|4.9|47.9|65.7|57.6|114|957|6|68|155|36|9|NA|NA|"Gasolina"
"MINI"|"MINI Convertible F57, From March 2016"|1499|"Petrol"|6.3|4.7|5.3|44.8|60.1|53.3|123|1034|6|69|178|38|37|NA|NA|"Gasolina"
"MINI"|"MINI Convertible F57, From March 2016"|1499|"Petrol"|6|4.5|5.1|47.1|62.8|55.4|118|995|6|68|155|36|9|NA|NA|"Gasolina"
"MINI"|"MINI Convertible F57, From March 2016"|1496|"Diesel"|4.4|3.7|3.9|64.2|76.3|72.4|104|769|6|70|157|NA|49|111|0.4|"Diesel"
"MINI"|"MINI Convertible F57, From March 2016"|1496|"Diesel"|4.4|3.5|3.8|64.2|80.7|74.3|100|749|6|71|184|25|60|103|0.2|"Diesel"
"MINI"|"MINI Convertible F57, From March 2016"|1496|"Diesel"|4.5|3.9|4.1|62.8|72.4|68.9|109|808|6|70|157|28|49|111|0.4|"Diesel"
"MINI"|"MINI Convertible F57, From March 2016"|1496|"Diesel"|4.5|3.7|4|62.8|76.3|70.6|105|788|6|71|184|NA|60|103|0.2|"Diesel"
"MINI"|"MINI Convertible F57, From March 2016"|1998|"Petrol"|7.1|4.8|5.6|39.8|58.9|50.4|131|1093|6|71|228|51|23|NA|NA|"Gasolina"
"MINI"|"MINI Convertible F57, From March 2016"|1998|"Petrol"|7.8|4.9|6|36.2|57.6|47.1|139|1170|6|74|451|52|26|NA|NA|"Gasolina"
"MINI"|"MINI Convertible F57, From March 2016"|1998|"Petrol"|7.2|5|5.8|39.2|56.5|48.7|134|1131|6|71|228|51|23|NA|NA|"Gasolina"
"MINI"|"MINI Convertible F57, From March 2016"|1998|"Petrol"|7.9|5.1|6.1|35.8|55.4|46.3|142|1190|6|74|451|52|26|NA|NA|"Gasolina"
"MINI"|"MINI Countryman R60, From September 2010"|1598|"Petrol"|9|5.6|6.9|31.4|50.4|40.9|159|1347|6|74|462|66|32|NA|NA|"Gasolina"
"MINI"|"MINI Countryman R60, From September 2010"|1598|"Petrol"|7.3|5.1|5.9|38.7|55.4|47.9|137|1150|6|74|647|44|13|NA|NA|"Gasolina"
"MINI"|"MINI Countryman R60, From September 2010"|1598|"Petrol"|9.2|5.8|7.1|30.7|48.7|39.8|164|1384|6|74|462|66|32|NA|NA|"Gasolina"
"MINI"|"MINI Countryman R60, From September 2010"|1598|"Petrol"|7.5|5.3|6.1|37.7|53.3|46.3|142|1190|6|74|647|44|13|NA|NA|"Gasolina"
"MINI"|"MINI Countryman R60, From September 2010"|1598|"Petrol"|9.4|5.7|7|30.1|49.6|40.4|164|1364|6|73|700|45|21|NA|NA|"Gasolina"
"MINI"|"MINI Countryman R60, From September 2010"|1598|"Petrol"|8.2|5.8|6.7|34.4|48.7|42.2|156|1306|6|74|455|44|37|NA|NA|"Gasolina"
"MINI"|"MINI Countryman R60, From September 2010"|1598|"Petrol"|9.6|5.9|7.3|29.4|47.9|38.7|169|1424|6|73|700|45|21|NA|NA|"Gasolina"
"MINI"|"MINI Countryman R60, From September 2010"|1598|"Petrol"|8.4|6.1|6.9|33.6|46.3|40.9|161|1347|6|74|455|44|37|NA|NA|"Gasolina"
"MINI"|"MINI Countryman R60, From September 2010"|1995|"Diesel"|7.2|4.8|5.6|39.2|58.9|50.4|148|1104|6|72|298|NA|59|114|0.4|"Diesel"
"MINI"|"MINI Countryman R60, From September 2010"|1598|"Diesel"|4.7|3.9|4.2|60.1|72.4|67.3|111|827|6|72|261|NA|28|57|0.2|"Diesel"
"MINI"|"MINI Countryman R60, From September 2010"|1995|"Diesel"|7.3|5|5.8|38.7|56.5|48.7|153|1143|6|72|298|NA|59|114|0.4|"Diesel"
"MINI"|"MINI Countryman R60, From September 2010"|1598|"Diesel"|4.9|4.1|4.4|57.6|68.9|64.2|116|867|6|72|261|NA|28|57|0.2|"Diesel"
"MINI"|"MINI Countryman R60, From September 2010"|1995|"Diesel"|7.5|5|5.9|37.7|56.5|47.9|155|1162|6|72|298|NA|59|114|0.4|"Diesel"
"MINI"|"MINI Countryman R60, From September 2010"|1598|"Diesel"|5.2|4.4|4.7|54.3|64.2|60.1|123|926|6|72|261|NA|28|57|0.2|"Diesel"
"MINI"|"MINI Countryman R60, From September 2010"|1995|"Diesel"|7.7|5.2|6.1|36.7|54.3|46.3|160|1202|6|72|298|NA|59|114|0.4|"Diesel"
"MINI"|"MINI Countryman R60, From September 2010"|1598|"Diesel"|5.4|4.6|4.9|52.3|61.4|57.6|128|966|6|72|261|NA|28|57|0.2|"Diesel"
"MINI"|"MINI Countryman R60, From September 2010"|1598|"Petrol"|9.2|5.4|6.8|30.7|52.3|41.5|157|1328|6|71|700|45|21|NA|NA|"Gasolina"
"MINI"|"MINI Countryman R60, From September 2010"|1598|"Petrol"|7.5|5.1|6|37.7|55.4|47.1|139|1170|6|74|501|30|13|NA|NA|"Gasolina"
"MINI"|"MINI Countryman R60, From September 2010"|1598|"Petrol"|9.4|5.6|7|30.1|50.4|40.4|162|1364|6|71|700|45|21|NA|NA|"Gasolina"
"MINI"|"MINI Countryman R60, From September 2010"|1598|"Petrol"|7.7|5.3|6.2|36.7|53.3|45.6|144|1208|6|74|501|30|13|NA|NA|"Gasolina"
"MINI"|"MINI Countryman R60, From September 2010"|1598|"Petrol"|9.5|5.7|7.1|29.7|49.6|42.8|165|1287|6|71|700|45|21|NA|NA|"Gasolina"
"MINI"|"MINI Countryman R60, From September 2010"|1598|"Petrol"|8|5.5|6.4|35.3|51.4|44.1|148|1249|6|74|501|30|13|NA|NA|"Gasolina"
"MINI"|"MINI Countryman R60, From September 2010"|1598|"Petrol"|9.7|5.9|7.3|29.1|47.9|38.7|170|1424|6|71|700|45|21|NA|NA|"Gasolina"
"MINI"|"MINI Countryman R60, From September 2010"|1598|"Petrol"|8.2|5.7|6.6|34.4|49.6|42.8|153|1287|6|74|501|30|13|NA|NA|"Gasolina"
"MINI"|"MINI Countryman R60, From September 2010"|1995|"Diesel"|7.2|4.8|5.7|39.2|58.9|49.6|149|1122|6|71|298|NA|59|114|0.4|"Diesel"
"MINI"|"MINI Countryman R60, From September 2010"|1995|"Diesel"|5.1|4.2|4.5|55.4|67.3|62.8|119|886|6|73|217|NA|24|73|0.3|"Diesel"
"MINI"|"MINI Countryman R60, From September 2010"|1995|"Diesel"|7.4|5|5.9|38.2|56.5|47.9|154|1162|6|71|298|NA|59|114|0.4|"Diesel"
"MINI"|"MINI Countryman R60, From September 2010"|1995|"Diesel"|5.3|4.4|4.7|53.3|64.2|60.1|124|926|6|73|217|NA|24|73|0.3|"Diesel"
"MINI"|"MINI Countryman R60, From September 2010"|1995|"Diesel"|7.5|5|5.9|37.7|56.5|47.9|156|1162|6|71|298|NA|59|114|0.4|"Diesel"
"MINI"|"MINI Countryman R60, From September 2010"|1995|"Diesel"|5.4|4.5|4.8|52.3|62.8|58.9|126|945|6|73|217|NA|24|73|0.3|"Diesel"
"MINI"|"MINI Countryman R60, From September 2010"|1995|"Diesel"|7.8|5.2|6.1|36.2|54.3|46.3|161|1202|6|71|298|NA|59|114|0.4|"Diesel"
"MINI"|"MINI Countryman R60, From September 2010"|1995|"Diesel"|5.6|4.7|5|50.4|60.1|56.5|131|985|6|73|217|NA|24|73|0.3|"Diesel"
"MINI"|"MINI Countryman R60, From September 2010"|1598|"Petrol"|10.4|5.9|7.5|27.2|47.9|37.7|175|1461|6|72|550|57|18|NA|NA|"Gasolina"
"MINI"|"MINI Countryman R60, From September 2010"|1598|"Petrol"|9.1|6|7.1|31|47.1|39.8|165|1384|6|74|507|39|17|NA|NA|"Gasolina"
"MINI"|"MINI Countryman R60, From September 2010"|1598|"Petrol"|10.6|6.1|7.7|26.6|46.3|36.7|179|1501|6|72|550|57|18|NA|NA|"Gasolina"
"MINI"|"MINI Countryman R60, From September 2010"|1598|"Petrol"|9.2|6.1|7.3|30.7|46.3|38.7|169|1424|6|74|507|39|17|NA|NA|"Gasolina"
"MINI"|"MINI Countryman R60, From September 2010"|1598|"Petrol"|9|5.6|6.9|31.4|50.4|40.9|159|1347|6|74|462|66|32|NA|NA|"Gasolina"
"MINI"|"MINI Countryman R60, From September 2010"|1598|"Petrol"|7.1|5|5.7|39.8|56.5|49.6|134|1111|6|74|380|53|51|NA|NA|"Gasolina"
"MINI"|"MINI Countryman R60, From September 2010"|1598|"Petrol"|9.2|5.8|7.1|30.7|48.7|39.8|164|1384|6|74|462|66|32|NA|NA|"Gasolina"
"MINI"|"MINI Countryman R60, From September 2010"|1598|"Petrol"|7.3|5.2|6|38.7|54.3|47.1|139|1170|6|74|380|53|51|NA|NA|"Gasolina"
"MINI"|"Coupe"|1598|"Petrol"|8.7|5.1|6.4|32.5|55.4|44.1|150|1249|6|72|353|57|31|NA|NA|"Gasolina"
"MINI"|"Coupe"|1598|"Petrol"|6.9|4.6|5.4|40.9|61.4|52.3|127|1053|6|74|578|61|17|NA|NA|"Gasolina"
"MINI"|"MINI Paceman R61, From November 2012"|1598|"Petrol"|9|5.6|6.9|31.4|50.4|40.9|159|1347|6|74|462|66|32|NA|NA|"Gasolina"
"MINI"|"MINI Paceman R61, From November 2012"|1598|"Petrol"|7.3|5.1|5.9|38.7|55.4|47.9|137|1150|6|74|647|44|13|NA|NA|"Gasolina"
"MINI"|"MINI Paceman R61, From November 2012"|1598|"Petrol"|9.2|5.8|7.1|30.7|48.7|39.8|164|1384|6|74|462|66|32|NA|NA|"Gasolina"
"MINI"|"MINI Paceman R61, From November 2012"|1598|"Petrol"|7.5|5.3|6.1|37.7|53.3|46.3|142|1190|6|74|647|44|13|NA|NA|"Gasolina"
"MINI"|"MINI Paceman R61, From November 2012"|1598|"Petrol"|9.4|5.7|7|30.1|49.6|40.4|164|1364|6|73|700|45|21|NA|NA|"Gasolina"
"MINI"|"MINI Paceman R61, From November 2012"|1598|"Petrol"|8.2|5.8|6.7|34.4|48.7|42.2|156|1306|6|74|455|44|37|NA|NA|"Gasolina"
"MINI"|"MINI Paceman R61, From November 2012"|1598|"Petrol"|9.6|5.9|7.3|29.4|47.9|38.7|169|1424|6|73|700|45|21|NA|NA|"Gasolina"
"MINI"|"MINI Paceman R61, From November 2012"|1598|"Petrol"|8.4|6.1|6.9|33.6|46.3|40.9|161|1347|6|74|455|44|37|NA|NA|"Gasolina"
"MINI"|"MINI Paceman R61, From November 2012"|1995|"Diesel"|7.2|4.8|5.6|39.2|58.9|50.4|148|1104|6|72|298|NA|59|114|0.4|"Diesel"
"MINI"|"MINI Paceman R61, From November 2012"|1598|"Diesel"|4.7|3.9|4.2|60.1|72.4|67.3|111|827|6|72|261|NA|28|57|0.2|"Diesel"
"MINI"|"MINI Paceman R61, From November 2012"|1995|"Diesel"|7.3|5|5.8|38.7|56.5|48.7|153|1143|6|72|298|NA|59|114|0.4|"Diesel"
"MINI"|"MINI Paceman R61, From November 2012"|1598|"Diesel"|4.9|4.1|4.4|57.6|68.9|64.2|116|867|6|72|261|NA|28|57|0.2|"Diesel"
"MINI"|"MINI Paceman R61, From November 2012"|1995|"Diesel"|7.5|5|5.9|37.7|56.5|47.9|155|1162|6|72|298|NA|59|114|0.4|"Diesel"
"MINI"|"MINI Paceman R61, From November 2012"|1598|"Diesel"|5.2|4.4|4.7|54.3|64.2|60.1|123|926|6|72|261|NA|28|57|0.2|"Diesel"
"MINI"|"MINI Paceman R61, From November 2012"|1995|"Diesel"|7.7|5.2|6.1|36.7|54.3|46.3|160|1202|6|72|298|NA|59|114|0.4|"Diesel"
"MINI"|"MINI Paceman R61, From November 2012"|1598|"Diesel"|5.4|4.6|4.9|52.3|61.4|57.7|128|964|6|72|261|NA|28|57|0.2|"Diesel"
"MINI"|"MINI Paceman R61, From November 2012"|1598|"Petrol"|9.2|5.4|6.8|30.7|52.3|41.5|157|1328|6|71|700|45|21|NA|NA|"Gasolina"
"MINI"|"MINI Paceman R61, From November 2012"|1598|"Petrol"|7.5|5.1|6|37.7|55.4|47.1|139|1170|6|74|501|30|13|NA|NA|"Gasolina"
"MINI"|"MINI Paceman R61, From November 2012"|1598|"Petrol"|9.4|5.6|7|30.1|50.4|40.4|162|1364|6|71|700|45|21|NA|NA|"Gasolina"
"MINI"|"MINI Paceman R61, From November 2012"|1598|"Petrol"|7.7|5.3|6.2|36.7|53.3|45.6|144|1208|6|74|501|30|13|NA|NA|"Gasolina"
"MINI"|"MINI Paceman R61, From November 2012"|1598|"Petrol"|9.5|5.7|7.1|29.7|49.6|39.8|165|1384|6|71|700|45|21|NA|NA|"Gasolina"
"MINI"|"MINI Paceman R61, From November 2012"|1598|"Petrol"|8|5.5|6.4|35.3|51.4|44.1|148|1249|6|74|501|30|13|NA|NA|"Gasolina"
"MINI"|"MINI Paceman R61, From November 2012"|1598|"Petrol"|9.7|5.9|7.3|29.1|47.9|38.7|170|1424|6|71|700|45|21|NA|NA|"Gasolina"
"MINI"|"MINI Paceman R61, From November 2012"|1598|"Petrol"|8.2|5.7|6.6|34.4|49.6|42.8|153|1287|6|74|501|30|13|NA|NA|"Gasolina"
"MINI"|"MINI Paceman R61, From November 2012"|1995|"Diesel"|7.2|4.8|5.7|39.2|58.9|49.6|149|1122|6|71|298|NA|59|114|0.4|"Diesel"
"MINI"|"MINI Paceman R61, From November 2012"|1995|"Diesel"|5.1|4.2|4.5|55.4|67.3|62.8|119|886|6|73|217|NA|24|73|0.3|"Diesel"
"MINI"|"MINI Paceman R61, From November 2012"|1995|"Diesel"|7.4|5|5.9|38.2|56.5|47.9|154|1162|6|71|298|NA|59|114|0.4|"Diesel"
"MINI"|"MINI Paceman R61, From November 2012"|1995|"Diesel"|5.3|4.4|4.7|53.3|64.2|60.1|124|926|6|73|217|NA|24|73|0.3|"Diesel"
"MINI"|"MINI Paceman R61, From November 2012"|1995|"Diesel"|7.5|5|5.9|37.7|56.5|47.9|156|1162|6|71|298|NA|59|114|0.4|"Diesel"
"MINI"|"MINI Paceman R61, From November 2012"|1995|"Diesel"|5.4|4.5|4.8|52.3|62.8|58.9|126|945|6|73|217|NA|24|73|0.3|"Diesel"
"MINI"|"MINI Paceman R61, From November 2012"|1995|"Diesel"|7.8|5.2|6.1|36.2|54.3|46.3|161|1202|6|71|298|NA|59|114|0.4|"Diesel"
"MINI"|"MINI Paceman R61, From November 2012"|1995|"Diesel"|5.6|4.7|5|50.4|60.1|56.5|131|985|6|73|217|NA|24|73|0.3|"Diesel"
"MINI"|"MINI Paceman R61, From November 2012"|1598|"Petrol"|10.4|5.9|7.5|27.2|47.9|38.7|175|1424|6|72|550|57|18|NA|NA|"Gasolina"
"MINI"|"MINI Paceman R61, From November 2012"|1598|"Petrol"|9.1|6|7.1|31|47.1|39.8|165|1384|6|74|507|39|17|NA|NA|"Gasolina"
"MINI"|"MINI Paceman R61, From November 2012"|1598|"Petrol"|10.6|6.1|7.7|26.6|46.3|36.7|179|1501|6|72|550|57|18|NA|NA|"Gasolina"
"MINI"|"MINI Paceman R61, From November 2012"|1598|"Petrol"|9.2|6.1|7.3|30.7|46.3|38.7|169|1424|6|74|507|39|17|NA|NA|"Gasolina"
"MINI"|"MINI Roadster R59, From April 2012"|1598|"Petrol"|8.9|5.3|6.6|31.7|53.3|42.8|154|1287|6|72|353|57|31|NA|NA|"Gasolina"
"MINI"|"MINI Roadster R59, From April 2012"|1598|"Petrol"|7.2|4.9|5.7|39.2|57.6|49.6|133|1111|6|74|578|61|17|NA|NA|"Gasolina"
"MITSUBISHI"|"ASX"|1560|"Diesel"|5.2|4.2|4.6|54.3|67.2|61.4|119|906|6|68|389|NA|74|108|0.18|"Diesel"
"MITSUBISHI"|"ASX"|1560|"Diesel"|5.6|4.7|5|50.4|60.1|56.5|132|985|6|68|389|NA|74|108|0.18|"Diesel"
"MITSUBISHI"|"ASX"|2268|"Diesel"|7.1|5|5.8|39.8|56.5|48.7|152|1143|6|74|63|NA|17|68|0.36|"Diesel"
"MITSUBISHI"|"ASX"|1560|"Petrol"|7.4|4.9|5.8|38.2|57.6|48.7|135|1131|6|71|470|44|39|NA|NA|"Gasolina"
"MITSUBISHI"|"Mirage"|1193|"Petrol"|4.9|3.9|4.3|57.6|72.4|65.7|99|839|6|69|265|22|8|NA|NA|"Gasolina"
"MITSUBISHI"|"Mirage"|1193|"Petrol"|5.1|3.9|4.3|55.4|72.4|65.7|100|839|6|70|265|35|12|NA|NA|"Gasolina"
"MITSUBISHI"|"Outlander"|2268|"Diesel"|6.9|5.2|5.8|40.9|54.3|48.7|154|1143|6|73|55|NA|52|113|0.49|"Diesel"
"MITSUBISHI"|"Outlander"|2268|"Diesel"|6.2|4.8|5.3|45.6|58.9|53.3|139|1044|6|73|90|NA|29|82|1.06|"Diesel"
"MITSUBISHI"|"Outlander PHEV, 2014"|1998|"Electricity / Petrol"|NA|NA|1.9|NA|NA|148.5|44|371|6|73|132|9|3|NA|NA|"HEV"
"MITSUBISHI"|"Shogun"|3200|"Diesel"|10.5|8.6|9.3|26.9|32.8|30.4|245|1830|6|72|227|NA|52|82|0.1|"Diesel"
"MITSUBISHI"|"Shogun"|3200|"Diesel"|10.3|8.3|9|27.4|34|31.4|238|1772|6|70|227|NA|52|81|0.1|"Diesel"
"NISSAN"|"370Z Euro6, 2016"|3696|"Petrol"|7.8|10.5|13.2|36.2|26.9|21.4|245|2575|6|70.5|146|26|22|NA|NA|"Gasolina"
"NISSAN"|"370Z Euro6, 2016"|3696|"Petrol"|15.4|7.8|10.6|18.3|36.2|26.6|248|2071|6|70.5|210|19|39|NA|NA|"Gasolina"
"NISSAN"|"GTR Euro6, 2016"|3799|"Petrol"|8.8|11.8|13.2|32.1|29.9|21.2|275|2599|6|69.7|580|47|11|NA|NA|"Gasolina"
"NISSAN"|"Juke Euro6, 2015"|1598|"Petrol"|7.5|5.1|6|37.7|55.4|47.1|139|1170|6|73|294|39|12|NA|NA|"Gasolina"
"NISSAN"|"Juke Euro6, 2015"|1598|"Petrol"|7.6|5.2|6.1|37.2|54.3|46.3|142|1190|6|70|296|40|13|NA|NA|"Gasolina"
"NISSAN"|"Juke Euro6, 2015"|1598|"Petrol"|7.6|5|6|37.2|56.5|47.1|138|1170|6|72|298|28|18|NA|NA|"Gasolina"
"NISSAN"|"Juke Euro6, 2015"|1461|"Diesel"|4.4|3.8|4|64.2|74.3|70.6|104|788|6|71|63|NA|18|39|0.1|"Diesel"
"NISSAN"|"Juke Euro6, 2015"|1461|"Diesel"|4.6|3.9|4.1|61.4|72.4|68.9|107|808|6|71|63|NA|18|39|0.1|"Diesel"
"NISSAN"|"Juke Euro6, 2015"|1197|"Petrol"|7.1|4.9|5.7|39.8|57.6|49.6|128|1111|6|70|264|52|33|NA|NA|"Gasolina"
"NISSAN"|"Juke Euro6, 2015"|1197|"Petrol"|7.2|5|5.8|39.2|56.5|48.7|130|1131|6|70|196|38|36|NA|NA|"Gasolina"
"NISSAN"|"Juke Euro6, 2015"|1618|"Petrol"|7.6|5.1|6|37.2|55.4|47.1|139|1170|6|72|344|21|6|NA|NA|"Gasolina"
"NISSAN"|"Juke Euro6, 2015"|1618|"Petrol"|8.3|5.5|6.5|34|51.4|43.5|153|1267|6|70|236|26|7|NA|NA|"Gasolina"
"NISSAN"|"Juke, 2014/15"|1618|"Petrol"|8.3|5.5|6.5|34|51.4|43.5|153|1267|6|70|236|26|7|NA|NA|"Gasolina"
"NISSAN"|"Juke, 2014/15"|1618|"Petrol"|7.6|5.1|6|37.2|55.4|47.1|139|1170|6|72|344|21|6|NA|NA|"Gasolina"
"NISSAN"|"Micra Euro6, 2015"|1198|"Petrol"|5.9|4|4.7|47.9|70.6|60.1|109|917|6|69|125|14|12|NA|NA|"Gasolina"
"NISSAN"|"Micra Euro6, 2015"|1198|"Petrol"|5.2|3.8|4.3|54.3|74.3|65.7|99|839|6|70|386|32|4|NA|NA|"Gasolina"
"NISSAN"|"Micra Euro6, 2015"|1198|"Petrol"|6.2|4.5|5.1|45.6|62.8|55.4|119|995|6|71|302|36|7|NA|NA|"Gasolina"
"NISSAN"|"Micra Euro6, 2015"|1461|"Diesel"|4.2|3.2|3.6|67.3|88.3|78.5|93|709|6|70|139|NA|19|39|0.03|"Diesel"
"NISSAN"|"Note Euro6, 2015"|1198|"Petrol"|5.9|4|4.7|47.9|70.6|60.1|109|917|6|69|125|14|12|NA|NA|"Gasolina"
"NISSAN"|"Note Euro6, 2015"|1198|"Petrol"|5.2|3.8|4.3|54.3|74.3|55.4|99|995|6|70|386|32|4|NA|NA|"Gasolina"
"NISSAN"|"Note Euro6, 2015"|1198|"Petrol"|6.2|4.5|5.1|45.6|62.8|55.4|119|995|6|71|302|36|7|NA|NA|"Gasolina"
"NISSAN"|"Note Euro6, 2015"|1461|"Diesel"|4.2|3.2|3.6|67.3|88.3|78.5|93|709|6|70|139|NA|19|36|0.03|"Diesel"
"NISSAN"|"NV200 EURO6, 2015"|1461|"Diesel"|5.5|4.6|4.9|51.4|61.4|57.6|130|966|6|71|147|NA|60|82|0.03|"Diesel"
"NISSAN"|"NV200 EURO6, 2015"|1461|"Diesel"|5.5|4.6|4.9|51.4|61.4|57.6|130|966|6|71|147|NA|60|82|0.03|"Diesel"
"NISSAN"|"NV200 EURO6, 2015"|1461|"Diesel"|5.7|4.8|5.1|49.6|57.6|55.4|133|1004|6|71|114|NA|22|60|0|"Diesel"
"NISSAN"|"NV200 EURO6, 2015"|1461|"Diesel"|5.7|4.8|5.1|49.6|58.9|55.4|133|1004|6|71|114|NA|22|60|0|"Diesel"
"NISSAN"|"Pulsar Euro6, 2015"|1461|"Diesel"|4.1|3.3|3.6|68.9|85.6|78.5|94|709|6|69|200|NA|23|38|0.12|"Diesel"
"NISSAN"|"Pulsar Euro6, 2015"|1197|"Petrol"|6.3|4.3|5|44.8|66.7|56.5|117|975|6|68|197|34|24|NA|NA|"Gasolina"
"NISSAN"|"Pulsar Euro6, 2015"|1197|"Petrol"|6.2|4.5|5.1|45.6|62.8|55.4|127|995|6|69|332|45|11|NA|NA|"Gasolina"
"NISSAN"|"Pulsar Euro6, 2015"|1618|"Petrol"|7.6|4.6|5.7|37.2|61.4|49.5|134|1113|6|70|359|26|14|NA|NA|"Gasolina"
"NISSAN"|"Pulsar Euro6, 2015"|1618|"Petrol"|7.7|4.8|5.9|36.7|58.8|47.9|138|1150|6|70|413|31|15|NA|NA|"Gasolina"
"NISSAN"|"Qashqai Euro6, 2015"|1461|"Diesel"|4.2|3.6|3.8|67.3|78.5|74.3|99|749|6|70|51|NA|22|39|0.3|"Diesel"
"NISSAN"|"Qashqai Euro6, 2015"|1598|"Diesel"|5.1|4.1|4.4|55.4|68.9|64.2|116|867|6|71|238|NA|41|80|0.97|"Diesel"
"NISSAN"|"Qashqai Euro6, 2015"|1598|"Diesel"|5.2|4.3|4.6|54.3|65.7|61.4|120|906|6|71|238|NA|41|80|0.97|"Diesel"
"NISSAN"|"Qashqai Euro6, 2015"|1598|"Diesel"|5.7|4.5|4.9|49.6|62.8|57.6|129|966|6|71|195|NA|36|66|0.83|"Diesel"
"NISSAN"|"Qashqai Euro6, 2015"|1598|"Diesel"|5.9|4.7|5.1|47.9|60.1|55.4|133|1004|6|71|195|NA|36|66|0.83|"Diesel"
"NISSAN"|"Qashqai Euro6, 2015"|1598|"Diesel"|5.3|4.4|4.7|53.3|64.2|60.1|122|926|6|71|166|NA|23|48|1.3|"Diesel"
"NISSAN"|"Qashqai Euro6, 2015"|1598|"Diesel"|5.5|4.6|4.9|50.4|61.4|67.6|128|823|6|71|166|NA|23|48|1.3|"Diesel"
"NISSAN"|"Qashqai Euro6, 2015"|1197|"Petrol"|6.6|5.1|5.6|42.8|55.4|50.4|129|1093|6|69|367|46|23|NA|NA|"Gasolina"
"NISSAN"|"Qashqai Euro6, 2015"|1197|"Petrol"|6.8|5.2|5.8|41.5|54.3|48.7|133|1131|6|69|297|39|40|NA|NA|"Gasolina"
"NISSAN"|"Qashqai Euro6, 2015"|1197|"Petrol"|6.5|5.2|5.6|43.5|54.3|50.4|129|1093|6|69|358|59|18|NA|NA|"Gasolina"
